System,Application,Parallelism,TotalLUTs,LogicLUTs,LUTRAMs,SRLs,FFs,RAMB36,RAMB18,DSP48Blocks,Slices,SLICEL,SLICEM,Slack(VIOLATED),
aetherling_copies,map,20,62,51,0,11,303,0,0,0,63,42,21,3.384ns,
aetherling_copies,map,25,50,41,0,9,243,0,0,0,52,36,16,3.435ns,
aetherling_copies,map,40,32,26,0,6,153,0,0,0,32,23,9,3.361ns,
aetherling_copies,map,50,26,21,0,5,123,0,0,0,32,24,8,3.634ns,
aetherling_copies,map,5,249,208,0,41,1242,0,0,0,271,182,89,2.534ns,
aetherling_copies,pyramid,1,275,256,0,19,400,0,0,0,110,71,39,0.805ns,
aetherling_copies,pyramid,27,52,45,0,7,80,0,0,0,22,17,5,1.942ns,
aetherling_copies,pyramid,3,91,84,0,7,136,0,0,0,37,25,12,1.680ns,
aetherling_copies,pyramid,81,127,118,0,9,201,0,0,0,51,29,22,1.946ns,
aetherling_copies,pyramid,9,49,42,0,7,74,0,0,0,19,12,7,1.740ns,
aetherling_copies,sharpen,144,239,214,24,1,396,0,0,0,107,77,30,0.052ns,
aetherling_copies,sharpen,16,122,121,0,1,218,0,0,0,58,35,23,0.356ns,
aetherling_copies,sharpen,1,1558,1557,0,1,1717,0,0,0,574,393,181,0.187ns,
aetherling_copies,sharpen,2,752,751,0,1,856,0,0,0,286,181,105,0.218ns,
aetherling_copies,sharpen,48,170,161,8,1,330,0,0,0,83,49,34,0.039ns,
aetherling_copies,sharpen,4,380,379,0,1,472,0,0,0,147,87,60,0.146ns,
aetherling_copies,sharpen,8,220,219,0,1,314,0,0,0,99,62,37,0.400ns,
halide_to_hardware,conv2d_b2b,16,588,572,16,0,804,0,0,0,255,176,79,0.292ns,
halide_to_hardware,conv2d,16,483,467,16,0,621,0,0,0,217,161,56,0.262ns,
halide_to_hardware,conv2d,8,626,602,24,0,899,0,0,0,284,187,97,0.510ns,
halide_to_hardware,map,100,91,91,0,0,92,0,0,0,31,23,8,1.896ns,
halide_to_hardware,map,200,77,77,0,0,70,0,0,0,29,21,8,2.031ns,
halide_to_hardware,map,25,168,168,0,0,232,0,0,0,77,36,41,1.003ns,
halide_to_hardware,map,50,125,125,0,0,138,0,0,0,52,26,26,2.081ns,
halide_to_hardware,sharpen,16,631,615,16,0,879,0,0,0,265,173,92,0.301ns,
spatial,conv2d_b2b,16,1429,1410,0,19,1142,0,0,0,539,361,178,0.306ns,
spatial,conv2d_b2b,2,1998,1854,0,144,1515,0,0,0,671,443,228,0.812ns,
spatial,conv2d_b2b,4,1155,1061,0,94,1078,0,0,0,436,288,148,0.699ns,
spatial,conv2d_b2b,8,1210,1153,0,57,1111,0,0,0,452,297,155,0.362ns,
spatial,conv2d,16,1039,1031,0,8,831,0,0,0,352,239,113,1.332ns,
spatial,conv2d,2,1571,1457,0,114,1196,0,0,0,532,349,183,1.174ns,
spatial,conv2d,4,942,863,0,79,850,0,0,0,336,200,136,1.115ns,
spatial,conv2d,8,777,764,0,13,751,0,0,0,288,170,118,1.543ns,
spatial,down_up,10,0,0,0,0,33,0,0,0,10,7,3,,
spatial,down_up,200,288,276,0,12,170,0,0,0,106,65,41,-2.244ns,
spatial,down_up,20,0,0,0,0,17,0,0,0,4,4,0,,
spatial,down_up,40,0,0,0,0,9,0,0,0,3,3,0,,
spatial,down_up,8,0,0,0,0,41,0,0,0,12,8,4,,
spatial,map,100,21,12,0,9,34,0,0,0,8,4,4,5.076ns,
spatial,map,200,11,6,0,5,18,0,0,0,6,3,3,5.428ns,
spatial,map,25,81,48,0,33,130,0,0,0,28,11,17,4.892ns,
spatial,map,50,41,24,0,17,66,0,0,0,15,6,9,5.324ns,
spatial,sharpen,16,1089,1066,0,23,863,0,0,0,385,256,129,1.332ns,
spatial,sharpen,2,1918,1682,0,236,1641,0,0,0,644,425,219,0.936ns,
spatial,sharpen,4,1120,985,0,135,1070,0,0,0,398,264,134,1.355ns,
spatial,sharpen,8,1169,1093,0,76,955,0,0,0,418,273,145,1.738ns,
